"order_id","order_value"
"CA-2017-148922",684.78
"CA-2017-136448",684.10
"CA-2017-102337",683.02
"CA-2014-158274",682.91
"US-2017-136868",681.91
"CA-2016-131968",681.43
"US-2015-166520",680.78
"US-2016-167472",678.87
"CA-2017-116715",678.10
"CA-2016-157749",677.95
"CA-2015-142237",676.73
"CA-2017-163902",676.72
"CA-2017-146192",675.06
"CA-2017-168655",674.87
"US-2014-161613",674.06
"US-2015-115343",673.58
"CA-2017-130505",673.34
"CA-2015-110744",671.93
"CA-2015-163181",671.00
"CA-2014-159835",670.38
"CA-2015-156734",670.01
"US-2017-120418",668.74
"CA-2017-155698",668.54
"CA-2015-130456",667.38
"CA-2015-107937",665.88
"CA-2014-105893",665.88
"CA-2016-137050",663.96
"US-2016-135720",663.95
"US-2017-120089",663.94
"US-2017-124779",663.87
"CA-2014-124646",663.75
"CA-2014-107811",661.50
"CA-2016-125080",661.18
"CA-2017-117198",659.90
"CA-2015-124499",659.88
"CA-2016-120530",658.75
"CA-2016-132731",657.55
"CA-2017-139717",656.64
"US-2016-139087",656.40
"CA-2017-159506",656.22
"CA-2015-141040",655.88
"CA-2016-111682",655.09
"CA-2015-164084",654.78
"CA-2017-131954",654.25
"CA-2017-130764",652.51
"CA-2015-116876",652.41
"CA-2014-113880",651.59
"CA-2016-142398",651.50
"US-2016-127334",651.37
"CA-2014-135608",649.60
"CA-2017-109183",649.00
"CA-2014-136644",647.84
"US-2015-120161",646.78
"CA-2015-163055",646.63
"CA-2014-163034",646.20
"US-2016-113649",645.14
"CA-2015-124058",644.90
"US-2016-100720",644.20
"CA-2014-117765",643.78
"CA-2017-156951",643.52
"CA-2016-113978",642.02
"CA-2016-100510",641.98
"CA-2016-157245",641.96
"CA-2014-151295",641.02
"US-2017-148362",639.83
"US-2014-156559",638.82
"CA-2017-133004",638.73
"CA-2017-146164",638.68
"CA-2015-154823",637.27
"US-2017-127292",637.18
"CA-2016-115756",634.46
"CA-2016-160745",633.18
"CA-2016-109666",633.04
"CA-2015-135020",632.86
"CA-2015-144267",632.15
"CA-2017-119193",631.60
"CA-2017-155075",631.18
"CA-2014-122336",630.75
"CA-2016-130820",630.02
"CA-2017-159156",629.95
"CA-2017-128755",629.86
"CA-2017-103968",629.64
"CA-2016-159373",628.94
"CA-2015-169397",627.92
"CA-2017-101805",627.84
"CA-2015-112144",627.66
"CA-2015-116092",627.48
"CA-2017-104885",627.48
"CA-2014-105648",626.35
"US-2016-161396",624.58
"CA-2015-139248",623.96
"CA-2016-135461",623.96
"CA-2017-120404",623.93
"CA-2014-154158",619.84
"US-2014-134614",617.70
"CA-2014-134215",617.12
"CA-2016-140501",616.16
"CA-2014-104283",616.14
"US-2016-115455",615.61
"CA-2016-161746",615.41
"CA-2015-130183",614.00
"CA-2015-137526",612.46
"US-2016-146570",612.14
"CA-2016-122063",611.94
"CA-2016-126004",611.03
"CA-2016-145261",610.43
"US-2015-165512",610.31
"CA-2015-143147",610.16
"CA-2014-104738",609.61
"CA-2015-149972",609.44
"CA-2014-129147",609.43
"CA-2017-162565",608.55
"CA-2017-162173",608.43
"CA-2014-153983",606.32
"CA-2016-116799",606.21
"CA-2017-154039",605.75
"CA-2014-100895",605.47
"CA-2014-115084",605.34
"CA-2014-132451",604.99
"CA-2017-157273",604.77
"CA-2014-128888",604.66
"US-2015-103471",604.10
"US-2015-131359",603.43
"CA-2014-127866",602.43
"CA-2015-120915",601.50
"CA-2015-129322",601.44
"US-2014-152030",600.56
"CA-2015-158939",599.99
"CA-2017-159282",599.99
"CA-2015-104129",599.90
"CA-2014-148915",599.90
"CA-2016-144939",599.29
"US-2016-108497",599.17
"CA-2015-117884",598.35
"US-2017-132297",598.31
"CA-2017-128041",598.16
"CA-2014-108189",598.15
"CA-2017-158169",597.86
"CA-2014-138681",596.67
"CA-2015-109470",596.48
"CA-2016-103464",595.00
"CA-2017-120019",594.50
"CA-2015-131884",594.01
"CA-2017-152436",592.74
"US-2014-150119",592.57
"CA-2017-153822",592.30
"CA-2014-103989",590.77
"CA-2015-142475",590.35
"CA-2016-121671",589.52
"CA-2014-166891",589.41
"CA-2016-167115",588.78
"CA-2017-117667",588.01
"CA-2014-166744",587.14
"CA-2014-123225",586.34
"US-2014-141257",585.55
"CA-2016-133613",584.77
"CA-2014-152618",583.36
"CA-2015-130848",582.34
"CA-2017-130141",582.31
"CA-2017-130211",582.07
"CA-2014-160773",581.10
"US-2017-136721",580.86
"CA-2015-147690",577.58
"CA-2016-153577",577.12
"CA-2016-119865",576.27
"CA-2014-156349",576.23
"CA-2014-131009",574.19
"CA-2016-113845",574.06
"CA-2016-134334",573.74
"CA-2016-136329",573.29
"CA-2016-122581",573.17
"CA-2015-156566",572.80
"CA-2015-119291",570.50
"CA-2016-102813",569.90
"CA-2015-129917",569.34
"CA-2015-153416",568.86
"CA-2015-147501",564.77
"CA-2017-133256",564.38
"CA-2016-140935",563.94
"CA-2016-138597",563.94
"CA-2016-118332",563.92
"CA-2017-128965",562.70
"US-2017-130687",562.65
"CA-2017-115546",562.55
"CA-2016-118073",562.29
"CA-2017-144904",562.03
"CA-2014-142769",561.73
"CA-2016-109365",561.73
"CA-2016-166674",560.78
"CA-2014-121762",560.55
"CA-2014-134278",559.99
"CA-2015-140557",559.93
"CA-2014-158281",559.71
"CA-2017-108112",559.20
"CA-2017-108791",558.81
"CA-2016-146171",558.24
"CA-2016-117681",556.67
"CA-2015-157805",555.96
"CA-2014-161508",554.17
"CA-2017-104864",552.86
"CA-2016-122133",552.56
"CA-2017-116953",552.00
"US-2014-169789",551.99
"US-2017-107384",551.55
"US-2015-145436",551.27
"CA-2017-117632",551.04
"CA-2016-149272",550.82
"CA-2016-145982",549.78
"CA-2016-112830",548.96
"CA-2016-143406",548.00
"CA-2016-118101",547.97
"CA-2016-164091",547.33
"CA-2017-132234",547.30
"US-2015-147739",547.14
"CA-2015-109190",546.80
"CA-2016-120824",546.60
"CA-2014-109232",545.94
"CA-2014-155796",545.93
"CA-2015-136798",545.91
"CA-2017-140053",545.85
"CA-2016-149762",545.01
"US-2016-133879",544.99
"US-2015-163433",544.41
"CA-2017-130309",544.38
"CA-2017-148474",544.14
"CA-2014-101560",542.34
"CA-2015-111948",542.18
"CA-2016-134180",542.16
"CA-2017-129294",540.93
"CA-2014-122882",539.07
"CA-2015-138485",538.92
"CA-2016-140081",538.03
"CA-2017-167899",538.02
"US-2016-129469",537.61
"CA-2017-162075",537.54
"CA-2017-113355",536.86
"CA-2017-124744",536.48
"US-2017-135986",536.36
"CA-2016-168774",535.41
"CA-2015-115938",535.36
"CA-2014-168368",535.27
"US-2017-125717",535.26
"CA-2016-167241",533.09
"CA-2016-108875",532.50
"CA-2017-148411",531.88
"CA-2014-142587",531.38
"US-2016-135923",530.27
"CA-2015-103177",529.14
"CA-2017-167640",528.71
"CA-2016-128531",527.22
"CA-2014-118976",526.96
"CA-2015-134075",526.88
"CA-2015-127453",526.73
"CA-2017-157091",526.45
"CA-2017-145128",526.45
"US-2017-106551",526.34
"CA-2015-103135",525.95
"CA-2017-159464",524.85
"CA-2016-116722",524.61
"US-2017-160836",524.02
"CA-2016-106243",523.92
"CA-2017-119494",523.39
"CA-2015-164539",523.25
"CA-2016-128517",523.18
"CA-2017-153843",523.16
"CA-2017-121580",522.79
"CA-2017-143126",521.96
"CA-2014-153087",521.92
"CA-2014-125542",521.23
"CA-2015-163237",520.03
"US-2014-134733",519.98
"CA-2015-111206",519.96
"CA-2016-112277",519.68
"CA-2017-168641",518.87
"CA-2017-117114",518.68
"CA-2017-165841",517.91
"CA-2015-143119",517.50
"CA-2017-141705",517.41
"CA-2017-156237",517.26
"CA-2014-135657",515.88
"CA-2017-126928",514.05
"CA-2014-157784",514.03
"CA-2014-168312",513.86
"CA-2015-111164",513.73
"CA-2016-131065",513.52
"US-2017-132031",513.50
"CA-2017-127474",512.36
"CA-2017-167094",512.06
"CA-2016-139010",511.95
"CA-2016-116596",511.52
"CA-2017-147354",510.82
"CA-2017-113908",508.79
"CA-2014-100762",508.62
"CA-2015-109337",508.11
"CA-2014-110184",505.69
"US-2016-155103",505.37
"US-2014-164406",505.29
"CA-2017-116855",504.90
"CA-2017-129357",504.59
"CA-2014-120411",504.55
"CA-2017-132199",504.51
"CA-2017-111269",503.87
"CA-2016-142902",503.40
"CA-2017-122707",503.22
"CA-2014-150518",503.13
"CA-2017-162978",502.47
"US-2016-155173",502.22
"US-2014-160444",502.20
"CA-2017-129000",501.81
"CA-2014-150581",499.55
"CA-2016-109827",499.31
"CA-2015-134257",498.93
"CA-2016-167556",498.61
"CA-2015-162950",498.49
"CA-2017-145653",498.26
"CA-2017-118003",498.15
"CA-2017-156958",497.05
"CA-2015-129896",496.90
"CA-2017-140949",496.63
"CA-2015-141012",495.74
"CA-2017-120936",495.30
"US-2016-126893",494.98
"CA-2016-145548",492.97
"US-2016-143280",492.85
"CA-2016-119165",492.84
"CA-2017-114258",492.77
"CA-2015-166464",492.58
"US-2016-131149",492.28
"CA-2017-108035",491.89
"CA-2014-144281",491.55
"CA-2017-132682",490.40
"CA-2016-119025",490.32
"CA-2014-124723",489.23
"CA-2015-109197",487.98
"CA-2017-105823",487.96
"US-2016-111528",487.70
"CA-2016-103730",487.50
"CA-2016-149979",487.22
"CA-2017-135419",486.37
"CA-2015-137302",485.79
"CA-2015-122756",485.30
"CA-2014-111500",484.79
"CA-2015-126445",484.65
"US-2017-147669",484.32
"US-2016-166660",483.75
"CA-2017-145765",483.48
"US-2014-126571",483.33
"CA-2016-156265",482.58
"CA-2016-123512",482.01
"US-2015-164448",481.70
"US-2017-133361",481.59
"CA-2017-128076",481.52
"CA-2017-152807",481.48
"CA-2015-161767",479.99
"CA-2014-124618",479.98
"CA-2017-126662",479.98
"CA-2016-138233",479.97
"CA-2016-168830",479.97
"CA-2014-122749",479.96
"US-2015-153374",479.95
"CA-2014-145926",479.90
"CA-2015-149083",479.72
"CA-2016-125094",479.72
"CA-2016-129126",479.05
"CA-2015-109001",479.03
"CA-2014-147543",478.48
"CA-2017-151484",478.42
"CA-2017-112900",478.24
"CA-2017-148929",478.08
"CA-2016-148747",477.67
"CA-2017-160899",477.51
"CA-2016-116526",477.50
"CA-2017-136882",477.30
"CA-2016-119186",477.14
"CA-2017-121293",477.10
"CA-2014-106971",475.94
"US-2014-133949",475.94
"CA-2016-154767",475.86
"CA-2014-144029",475.78
"CA-2016-100244",475.69
"US-2014-112949",475.42
"CA-2017-149699",474.95
"CA-2017-144463",474.43
"CA-2015-123155",473.40
"CA-2014-118962",472.04
"CA-2014-157609",471.92
"CA-2016-134936",471.62
"US-2016-139262",471.08
"CA-2017-112039",470.38
"CA-2017-126788",470.38
"CA-2015-107902",470.36
"CA-2017-140480",469.66
"CA-2015-123939",469.39
"CA-2014-105165",469.05
"CA-2014-140795",468.90
"CA-2015-135251",467.65
"CA-2015-109708",467.04
"CA-2017-143259",466.85
"US-2017-160465",466.81
"CA-2014-157924",465.49
"CA-2015-156755",465.18
"CA-2016-108434",465.18
"CA-2016-131744",465.08
"CA-2017-154011",464.38
"CA-2014-154095",463.04
"CA-2017-143035",462.52
"CA-2017-152737",461.59
"CA-2015-150770",460.85
"CA-2014-113362",460.22
"CA-2014-105249",460.09
"CA-2016-121748",459.98
"CA-2016-123666",459.95
"US-2015-168935",459.44
"CA-2017-147228",458.99
"CA-2016-142405",458.57
"CA-2017-137785",458.43
"CA-2016-127236",458.36
"US-2015-153500",458.07
"CA-2015-129532",457.96
"CA-2014-156244",457.74
"CA-2014-104269",457.57
"CA-2017-107629",457.17
"CA-2015-154291",457.04
"CA-2017-125199",456.52
"CA-2015-157287",456.20
"US-2014-112991",455.63
"US-2014-150434",455.23
"CA-2015-149650",454.27
"CA-2015-132101",453.58
"CA-2016-138695",452.46
"CA-2014-153969",451.28
"CA-2015-134117",450.19
"CA-2015-109862",450.09
"CA-2016-118311",450.00
"US-2017-166037",449.91
"CA-2017-136350",449.45
"CA-2015-168088",449.05
"US-2017-139465",448.82
"CA-2016-112102",448.81
"CA-2016-101980",448.79
"CA-2016-118759",448.45
"US-2016-127971",448.42
"CA-2016-138520",448.40
"CA-2015-122406",448.21
"CA-2014-140816",447.94
"CA-2015-125416",447.93
"CA-2014-162278",447.88
"CA-2014-159338",447.84
"CA-2016-104276",447.78
"CA-2017-142636",447.00
"CA-2014-129938",445.80
"CA-2017-152135",445.44
"CA-2016-114482",445.40
"CA-2017-108329",444.77
"CA-2015-101154",443.92
"CA-2016-146941",442.50
"CA-2016-132479",442.37
"CA-2017-112431",441.72
"CA-2016-101987",440.91
"CA-2017-150987",440.31
"CA-2016-136686",440.16
"CA-2015-141327",440.14
"CA-2014-151946",440.05
"CA-2015-149097",439.54
"CA-2017-144484",438.96
"CA-2017-166317",438.01
"CA-2017-152695",437.65
"CA-2016-152688",436.96
"CA-2015-134894",436.86
"CA-2017-135076",436.70
"CA-2017-169894",436.59
"CA-2014-153808",436.49
"CA-2017-109393",436.00
"CA-2016-153269",435.85
"CA-2015-151589",435.54
"CA-2017-137505",435.17
"US-2014-167738",435.13
"CA-2016-139556",434.65
"US-2015-136749",433.78
"CA-2017-145226",433.78
"CA-2014-166191",433.56
"US-2015-107944",432.69
"CA-2017-139402",432.41
"US-2016-109260",431.98
"CA-2017-138310",431.93
"US-2016-147711",430.94
"US-2017-128447",429.59
"US-2017-134642",428.70
"CA-2017-125913",427.59
"US-2015-147662",427.55
"CA-2014-169684",426.94
"US-2014-117163",426.67
"CA-2016-157217",425.95
"US-2014-117135",425.67
"CA-2017-111591",425.06
"US-2016-146794",424.96
"CA-2014-124737",424.37
"CA-2017-121398",424.17
"CA-2014-154669",423.28
"CA-2016-160941",423.05
"CA-2017-122539",422.91
"CA-2015-169656",422.86
"CA-2016-128412",422.66
"CA-2017-100384",421.42
"CA-2014-166716",421.37
"CA-2017-147410",421.10
"CA-2015-144274",420.64
"CA-2017-137463",420.23
"CA-2017-102820",419.94
"CA-2016-101966",419.94
"CA-2016-159912",419.87
"CA-2017-105487",419.83
"CA-2015-110814",419.73
"CA-2017-148999",419.14
"CA-2017-129490",419.14
"CA-2017-105921",418.30
"CA-2015-118871",418.19
"CA-2016-105781",416.62
"CA-2017-140242",415.15
"CA-2015-143980",414.96
"CA-2014-124730",414.63
"CA-2015-115945",413.94
"CA-2017-129378",413.79
"US-2016-161683",413.01
"CA-2017-104619",412.99
"US-2015-101511",412.68
"CA-2015-130883",412.66
"CA-2015-134747",412.24
"CA-2017-101245",410.71
"CA-2014-110555",410.10
"CA-2016-141397",409.76
"US-2017-132444",409.55
"CA-2014-115889",409.30
"US-2017-105046",408.96
"CA-2014-102330",408.77
"CA-2014-116834",408.47
"US-2015-114839",408.42
"CA-2016-161389",407.98
"US-2016-162859",407.07
"CA-2017-128300",406.94
"CA-2016-160304",405.92
"CA-2014-140165",405.45
"CA-2016-133368",405.35
"US-2016-168410",405.30
"CA-2015-144519",403.94
"CA-2016-143609",403.92
"US-2016-164189",403.17
"US-2014-123519",403.11
"US-2016-108777",402.64
"CA-2017-113453",401.37
"CA-2017-116127",400.78
"CA-2017-144848",400.61
"CA-2017-163510",400.39
"CA-2017-118346",399.95
"CA-2017-117513",399.67
"CA-2017-134096",399.53
"CA-2015-125934",399.49
"CA-2017-118773",397.73
"CA-2017-100223",396.39
"CA-2016-134208",396.00
"CA-2016-130162",395.44
"CA-2017-112956",394.48
"CA-2016-145611",393.25
"CA-2015-132388",393.19
"US-2016-122245",393.17
"US-2015-140200",393.17
"CA-2014-161032",392.94
"CA-2015-168004",392.94
"CA-2016-123533",392.83
"US-2017-140907",392.22
"CA-2016-162082",392.05
"CA-2017-122196",391.98
"CA-2017-116225",390.75
"CA-2014-132010",389.74
"CA-2015-128608",389.44
"CA-2014-148040",388.70
"CA-2017-132339",387.99
"CA-2016-135636",387.72
"CA-2016-139549",387.14
"CA-2015-118444",387.14
"CA-2016-165995",387.00
"CA-2017-137414",386.62
"CA-2015-111395",386.49
"CA-2016-165169",386.48
"CA-2016-115224",386.43
"CA-2014-109680",386.34
"CA-2017-150623",386.14
"CA-2016-161816",385.29
"CA-2014-138317",385.27
"CA-2015-165085",384.86
"CA-2017-141425",384.59
"CA-2017-144589",384.18
"CA-2017-160423",383.99
"CA-2017-157903",383.84
"CA-2016-148796",383.80
"CA-2015-140144",383.62
"CA-2015-105347",383.61
"CA-2016-140928",383.44
"CA-2016-152170",383.14
"CA-2016-153661",381.80
"CA-2017-140515",381.36
"CA-2016-136924",380.86
"CA-2014-109855",380.74
"CA-2016-110772",380.55
"CA-2017-121258",380.14
"CA-2016-132661",379.40
"CA-2014-146591",378.59
"US-2015-156867",378.14
"CA-2016-155005",377.97
"CA-2014-100006",377.97
"CA-2015-163965",377.90
"US-2017-121251",377.53
"CA-2016-164784",377.34
"CA-2015-117611",376.97
"CA-2016-129861",376.87
"US-2016-116365",376.64
"CA-2017-135860",376.10
"CA-2017-168123",375.71
"CA-2014-154641",375.34
"CA-2017-106782",375.34
"CA-2017-141117",374.61
"CA-2017-147039",374.48
"CA-2017-137099",374.38
"CA-2015-141810",374.07
"CA-2017-102155",373.94
"CA-2015-118738",373.28
"CA-2016-116561",372.81
"CA-2017-135587",372.64
"CA-2017-100314",372.45
"CA-2014-114181",372.29
"CA-2014-169446",372.12
"US-2015-120502",372.10
"CA-2015-114300",371.66
"CA-2014-164721",371.52
"CA-2016-123932",371.50
"CA-2014-149958",370.79
"US-2017-116659",370.78
"CA-2016-142895",370.18
"CA-2015-101000",370.14
"US-2017-133312",369.98
"CA-2015-142027",369.91
"CA-2015-141593",369.56
"CA-2017-128370",369.53
"US-2016-153815",368.43
"CA-2017-123022",367.53
"CA-2015-139164",366.99
"CA-2014-148586",366.79
"CA-2016-169957",366.78
"CA-2015-104871",366.74
"CA-2016-109400",366.74
"CA-2015-111339",366.67
"CA-2015-128139",365.91
"US-2015-159499",365.49
"CA-2016-140571",365.44
"CA-2014-149538",364.93
"CA-2017-141873",364.39
"CA-2017-102197",364.27
"CA-2015-119480",364.07
"CA-2014-151162",362.47
"CA-2016-154018",362.35
"US-2014-127978",362.24
"CA-2014-116407",362.18
"CA-2014-139598",361.61
"CA-2017-161130",361.38
"CA-2016-148740",361.38
"CA-2016-158834",361.10
"US-2017-108343",361.04
"CA-2016-110044",359.98
"CA-2017-122994",359.97
"US-2015-145422",359.50
"CA-2015-118423",359.06
"CA-2014-133158",358.70
"CA-2017-113278",358.70
"CA-2016-116337",358.55
"CA-2015-133445",357.46
"CA-2017-121706",356.79
"CA-2017-167913",356.65
"CA-2014-145800",355.46
"CA-2016-136133",355.32
"CA-2017-145807",354.90
"US-2016-106600",354.90
"CA-2014-116239",354.90
"US-2017-107888",354.77
"CA-2015-117772",353.88
"CA-2016-113621",352.47
"US-2015-113327",352.16
"US-2016-128909",351.97
"CA-2015-129546",351.91
"CA-2017-119011",351.66
"CA-2016-162138",351.51
"US-2014-165862",351.22
"CA-2015-130365",349.08
"CA-2015-154620",348.93
"US-2017-148831",348.56
"US-2016-148110",347.80
"CA-2017-136511",347.58
"CA-2017-100615",347.38
"US-2015-109015",346.37
"US-2015-164238",346.16
"CA-2016-117583",345.47
"CA-2016-130393",345.33
"CA-2015-149748",345.26
"CA-2017-159226",344.98
"CA-2014-164469",344.92
"US-2014-143581",344.91
"CA-2017-121643",344.70
"CA-2015-110891",344.37
"US-2014-151015",344.28
"US-2015-138919",344.22
"CA-2016-144092",344.02
"CA-2016-142097",342.76
"CA-2017-145702",342.24
"CA-2016-164924",341.99
"CA-2017-161739",341.96
"CA-2017-101322",340.70
"US-2014-112914",340.30
"CA-2017-104220",340.22
"CA-2014-113859",340.12
"CA-2016-159940",339.98
"CA-2015-129476",339.96
"CA-2015-143490",339.33
"CA-2017-128328",338.86
"CA-2016-160220",338.54
"CA-2017-106068",337.82
"US-2017-106131",337.68
"CA-2016-155747",337.18
"CA-2014-114335",337.09
"CA-2017-166142",336.99
"CA-2014-113383",336.82
"US-2016-168095",335.80
"CA-2015-142930",335.52
"CA-2016-111913",335.11
"CA-2014-146640",334.77
"CA-2014-111003",334.68
"CA-2017-105235",334.52
"CA-2015-115392",334.43
"CA-2016-113733",334.25
"US-2016-108637",334.20
"US-2014-126340",333.58
"US-2017-123862",332.80
"CA-2014-103191",331.54
"CA-2016-167682",331.08
"CA-2016-158155",330.82
"CA-2017-122763",330.76
"US-2014-117380",330.59
"CA-2016-139157",330.59
"CA-2017-106432",330.47
"CA-2015-153878",330.15
"CA-2016-119963",329.98
"US-2015-155369",329.96
"CA-2015-119627",329.44
"US-2014-112872",328.91
"CA-2014-113257",328.59
"CA-2016-100041",328.54
"CA-2016-125318",328.22
"CA-2016-124100",328.00
"CA-2017-124674",327.73
"CA-2014-143210",327.56
"CA-2015-126739",327.56
"US-2016-105452",327.42
"CA-2017-113474",325.86
"CA-2015-110870",325.70
"CA-2017-157413",324.74
"CA-2016-165316",324.40
"CA-2015-135853",324.22
"CA-2015-147529",324.11
"CA-2017-132353",323.98
"CA-2016-108105",323.88
"CA-2017-126242",323.71
"CA-2014-110849",323.46
"CA-2015-162369",323.10
"CA-2017-151358",323.10
"CA-2015-136196",322.59
"CA-2014-126193",321.98
"CA-2016-154739",321.57
"CA-2017-152142",321.57
"CA-2014-131905",321.56
"CA-2014-100867",321.55
"CA-2017-152583",321.39
"CA-2017-143798",321.25
"CA-2017-163125",321.20
"CA-2016-130911",320.13
"CA-2015-158351",319.98
"US-2016-125969",319.98
"CA-2015-123232",319.97
"CA-2017-131366",319.53
"CA-2017-144596",318.96
"CA-2017-110198",318.96
"CA-2014-131947",318.30
"CA-2017-124401",317.62
"CA-2014-120278",317.48
"CA-2017-149160",316.32
"CA-2016-106558",316.00
"CA-2017-103443",315.90
"CA-2017-161172",315.03
"US-2014-140452",314.56
"CA-2017-166296",314.55
"US-2017-132381",314.53
"CA-2016-144344",314.40
"CA-2016-102561",313.84
"CA-2015-152891",313.63
"CA-2016-130288",313.18
"US-2016-151827",312.76
"CA-2017-137085",312.55
"CA-2016-152072",311.97
"US-2017-126179",311.96
"CA-2014-106810",310.88
"CA-2016-103709",310.86
"CA-2014-152254",310.69
"CA-2016-130638",310.56
"US-2014-155544",310.53
"CA-2015-139584",310.36
"CA-2014-127586",310.12
"CA-2014-156587",309.59
"CA-2017-146269",309.49
"CA-2016-110898",309.08
"CA-2017-108070",308.75
"US-2014-147704",308.60
"US-2016-159856",307.92
"CA-2017-111577",307.78
"US-2017-148054",307.74
"CA-2017-104003",307.67
"CA-2015-112711",307.17
"CA-2017-118017",306.36
"CA-2014-155264",306.11
"CA-2016-160500",305.50
"US-2017-137491",305.31
"CA-2016-156503",305.24
"CA-2015-162964",304.22
"CA-2017-140186",304.04
"CA-2016-108210",303.92
"CA-2016-118129",303.92
"US-2017-110604",303.54
"US-2017-147221",303.37
"CA-2017-140627",303.31
"CA-2014-100881",302.38
"CA-2014-110100",302.38
"CA-2017-100202",302.38
"CA-2017-140088",301.96
"CA-2016-115378",301.96
"CA-2015-146087",301.96
"CA-2015-108119",301.96
"CA-2015-141250",301.74
"CA-2017-127096",300.90
"US-2014-159611",300.51
"CA-2014-115791",299.96
"US-2017-143770",299.96
"CA-2015-123673",299.90
"US-2017-146906",299.90
"CA-2015-146948",299.75
"CA-2017-161655",299.52
"US-2016-169369",299.07
"CA-2016-108616",298.83
"CA-2017-127460",298.46
"CA-2017-167549",298.12
"CA-2017-137498",298.00
"CA-2017-133046",297.99
"CA-2017-123036",296.96
"CA-2014-101364",296.71
"US-2016-110156",296.67
"CA-2016-142524",296.51
"US-2017-119438",296.02
"CA-2015-145394",295.97
"US-2015-103996",295.68
"CA-2016-131093",295.40
"CA-2017-165008",295.06
"US-2014-120740",294.72
"US-2014-146353",292.82
"CA-2016-109953",292.80
"CA-2017-145429",291.99
"CA-2017-117485",291.96
"CA-2016-131205",291.74
"CA-2016-123337",291.15
"CA-2017-104850",291.14
"CA-2016-120873",290.98
"CA-2017-167703",290.78
"CA-2014-115161",290.67
"CA-2015-123092",288.84
"CA-2014-112326",288.06
"CA-2015-151722",288.00
"CA-2017-135377",287.98
"CA-2014-113768",287.46
"CA-2017-148810",287.42
"CA-2016-123274",287.40
"CA-2017-164707",287.33
"CA-2015-152611",286.79
"CA-2014-153927",286.65
"CA-2017-140585",286.48
"CA-2016-121377",286.40
"CA-2014-137589",286.34
"CA-2017-169978",286.14
"CA-2017-163629",286.09
"CA-2017-126144",285.58
"CA-2017-123001",284.98
"CA-2015-103870",284.43
"CA-2017-122154",284.19
"CA-2015-101910",283.92
"US-2017-110996",283.92
"CA-2017-117947",283.77
"US-2017-129777",283.46
"CA-2017-169285",283.18
"US-2016-127425",282.95
"CA-2017-122595",282.69
"CA-2016-106278",281.92
"US-2014-118486",281.84
"US-2015-115238",281.16
"CA-2017-111815",280.96
"CA-2014-114510",280.28
"US-2016-144547",279.94
"US-2017-147984",279.90
"CA-2015-135489",279.86
"CA-2016-101336",279.81
"CA-2016-101161",279.67
"US-2017-111024",279.01
"CA-2016-160815",278.40
"CA-2017-162481",278.23
"CA-2017-115994",277.71
"CA-2015-127824",277.63
"CA-2015-161998",277.63
"US-2014-143287",277.57
"CA-2015-112767",277.50
"CA-2016-126102",276.78
"CA-2014-169642",276.28
"CA-2017-126074",275.65
"CA-2015-119550",275.06
"CA-2016-103107",274.86
"CA-2017-154760",274.49
"CA-2017-155621",274.20
"CA-2014-142510",274.09
"CA-2014-149643",273.96
"CA-2017-154116",273.93
"CA-2016-149503",273.92
"US-2017-101840",273.70
"CA-2016-159212",273.59
"CA-2017-139353",273.08
"CA-2017-113460",272.97
"CA-2017-100636",272.94
"CA-2017-134810",272.23
"CA-2017-161333",272.10
"CA-2016-152121",271.99
"CA-2017-133235",271.96
"CA-2015-150791",271.76
"CA-2017-122308",271.76
"CA-2017-131695",270.80
"CA-2016-105662",270.73
"CA-2015-113173",270.35
"US-2015-119312",270.34
"US-2015-100069",269.98
"CA-2015-135314",269.98
"CA-2017-167381",269.68
"US-2014-168501",269.59
"CA-2015-128027",269.49
"CA-2017-134495",269.40
"CA-2014-101392",269.36
"CA-2014-106229",268.94
"CA-2017-141782",268.58
"CA-2015-106187",268.40
"CA-2017-113873",267.79
"CA-2014-132962",267.55
"CA-2017-117646",266.52
"CA-2015-127754",266.35
"CA-2015-135545",266.29
"CA-2017-165491",265.93
"CA-2015-153794",265.86
"CA-2014-129364",265.79
"CA-2014-157882",265.78
"CA-2017-155957",265.41
"US-2017-122672",265.07
"CA-2014-164742",264.92
"CA-2014-106572",264.32
"CA-2017-121195",264.32
"CA-2016-146150",264.18
"US-2015-151407",263.96
"CA-2015-102855",263.78
"CA-2015-132941",262.72
"CA-2016-144015",262.10
"CA-2017-151225",261.54
"CA-2017-122770",261.52
"CA-2016-136126",261.10
"CA-2014-103940",260.79
"CA-2015-103772",260.31
"CA-2015-137512",259.95
"CA-2015-138674",259.87
"CA-2017-163139",259.44
"CA-2014-165806",259.29
"CA-2014-123295",259.14
"CA-2016-168081",258.70
"CA-2017-149895",258.53
"CA-2015-122210",258.49
"CA-2014-153976",258.28
"CA-2015-100454",258.02
"CA-2014-107769",257.98
"CA-2016-139878",257.98
"CA-2014-122070",257.75
"CA-2017-111220",257.51
"CA-2016-108735",257.50
"CA-2015-140221",257.32
"CA-2014-116190",256.48
"CA-2015-123568",256.35
"CA-2017-164168",256.35
"CA-2016-145583",256.20
"US-2015-160563",255.99
"CA-2015-100769",255.97
"CA-2016-134474",255.90
"US-2014-134054",255.85
"CA-2015-153717",255.58
"US-2017-163657",255.25
"CA-2016-142370",254.99
"CA-2014-128839",254.97
"US-2015-101399",254.74
"CA-2017-152702",254.60
